id_collectivity,solution,relation_score
282,"passer les contrats dans le cadre de groupement de commandes pour avoir des tarifs plus
intéressants mieux recenser les risques liés au patrimoine, aux activités des collectivités et
mettreenplacedesmesuresdepréventionrevoirlerégimeetlesconditionsdereconnaissance
de l’état de catastrophe naturelle notamment en matière de sècheresse interdire la résilia-
tion des contrats par l’assureur dans certaines conditions créer un régime d’indemnisation
nationale mutualisé abondé par l’Etat, les collectivités et les assureurs pour les dommages
liés aux émeutes, favoriser la concurrence dans le secteur de l’assurance des collectivités pour
avoir plus de réponses dans les appels d’offres",7.0
283,"Orienter les collectivités à effectuer les vérifications électriques, extincteurs annuel obliga-
toire avec une prise en charge de l’Etat d’une partie des honoraires dans un premier temps
Orienter les communes à mettre en place le DICRIM et le PCS Un contrat d’assurances
Cyber risques coute très cher, négocier avec les assureurs spécialisés pour diminuer les coûts
que les collectivités même les plus petites puissent souscrire un contrat Et pour finir il ne
faut plus de manifestations (émeutes)....",9.0
284,Nationaliser une société d’assurance,7.0
285,,10.0
286,,8.0
287,,8.0
288,"Difficilederépondreàcettequestion. Amonavisilfautuntraitementdifférentselonlataille
des collectivités, et engager une négociation dans ce sens avec les Assureurs. Le législateur
ne doit pas tout imposer. Peut-être faudrait-il allonger le délai de dénonciation du contrat.",8.0
289,"Il faudrait faire payer de leurs propres deniers les auteurs de dégradations faites aux biens
publics.
Cetteéconomiefaitepermettraitdelimiterleshaussesdetarifsquesubissentnoscollectivités
et une meilleure indemnisation sur les évènements climatiques.",10.0
290,"- Sortir de la commande publique, - Créer un système commun aux collectivités - Prendre la
pleine mesure des prérogatives de puissance publique des collectivités, de l’absolue nécessité
de service. -Obliger le secteur de l’assurance à assurer les collectivités au nom de l’intérêt
général
Comme exposé au Président de Groupama en réponse à leur résiliation,” Enfin et pour
terminer, si votre compagnie peut envisager rompre l’engagement pris auprès de son assuré,
notre commune de Mont-Saint-Martin ne peut en aucun cas et d’aucune manière rompre le
85
contrat moral qui la lie avec ses citoyens, il en va de notre République. ”
Que se passera-t-il demain si, nous ne pouvons plus sortir pour dégager les routes, intervenir
sur un fuite d’eau, ouvrir au public afin de permettre aux usagers de déclarer les naissances,
les décès, les cni, si nous ne pouvons plus ouvrir nos établissements scolaires... La crise
que nous traversons fait peser un risque majeur sur le service public local et notre cohésion
sociale, quiseraàtermebienplusdommageableque“lerisquefinancier”portéparlesacteurs
économiques.",2.0
291,,8.0
292,,9.0
293,,8.0
294,,7.0
295,,9.0
296,,8.0
297,,9.0
298,,8.0
299,Des contrats de groupe,10.0
300,,4.0
301,,4.0
302,,10.0
303,un appel d’offre groupé à l’initiative des communauté de communes ou d’agglomération.,7.0
304,"Faireobligationauxcompagniesd’assuranced’assurerlescollectivitésterritorialesetlégiférer
pour que les primes soient en adéquations avec les risques effectifs, possibilité d’instaurer un
bonus/malus identique au système appliqyué pour les véhicules automobiles.",8.0
305,"Il faudrait adopter une loi permettant une hausse contrôlée des tarifs en gelant les augmen-
tations possibles",8.0
306,Pouvoir travailler de gré à gré avec des courtiers spécialisés,8.0
307,Favoriser la proximité avec la collectivité et identifier un référent dédié à la Commune.,5.0
308,,7.0
309,"Pour notre secteur c’est la communauté d’agglomération qui gère les études. Chaque com-
mune a le choix d’adhérer ou pas au groupement.
Si celle ci est favorable, la commune transmet ses besoins en assurances. La CASC lance sa
consultation au vue des retours des communes Retour de l’étude : La commune adhère et
modifie ses contrats mais c’est elle qui choisit.",8.0
310,"Il existe plusieurs options, mais toutes nécessitent des investissements financiers consid-
érables ce qui peut entraver leur mise en œuvre, surtout à une époque où les budgets des
collectivités locales sont déjà surchargés. Parmi ces solutions, on peut citer : une mise à
jour de l’évaluation des risques, la formation du personnel, l’analyse technique des contrats
d’assurance pour une meilleure compréhension, la gestion différenciée des sinistres, une vraie
collaboration avec les assureurs, l’utilisation de technologies innovantes (ex. utilisation de
capteurs pour détecter des fuites d’eau ou incendie ..etc...",5.0
311,"Ilfaudraitunaccordcadre(ouplusieurs)auniveaudel’AMFdépartementalevoirenationale
pour avoir un poids et une expertise.
90",7.0
312,"Faire un regroupement de commande afin d’avoir des tarifs plus attractifs ou en partenariat
avec les communautés de communes.",8.0
313,"La prise en compte pour les collectivités d’être plus soumise à un risque de sinistre qu’une
personne privée ou société privée.",7.0
314,Qu’un organisme d’état gère les assurances des collectivités.,10.0
315,,10.0
316,,8.0
317,"-Peut-êtrequelacréationdegroupementdecommandespermettraitauxcollectivitésd’avoir
plus de poids pour les négociations avec les assureurs; cela ne résoudrait pour autant pas
91
nécessairement le problème d’absence d’offres lors des appels d’offres. - Création d’un as-
sureur spécifique pour les collectivités territoriales",7.0
318,,9.0
319,"En cas d’aggravation de risque en cours de contrat ou de sinistre, obliger l’assureur à faire
une rencontre et un audit de la situation de la collectivité. Rendre obligation une visite de
prévention régulière avec l’assureur pour évaluer le niveau de risque et l’adéquation de la
prime. Commepourlesparticulier, unorganismepourraitêtrechargédetrouverunassureur
pour chaque collectivité, qui serait obligé de l’assurer. Une autre possibilité consiste en un
fonds de garantie et de solidarité, comme il en existe pour les catastrophes naturelles.",8.0
320,"Une assurance d’Etat ? Collectif, biens communaux, infra-structures municipales ... tout
cela fait partie des “compétences” de l’Etat. Ce qui résoudrait aussi les problèmes (fi-
nancier, économique, bureaucratique) lié aux appels d’offre, aux bureaux d’études et autres
paperasses.",10.0
321,"1/ Imposer aux assureurs des réponses claires et pertinentes aux demandes d’indemnisations.
Ne pas accepter des réponses du style : votre contrat ne prévoit pas de prise en charge de ce
2/ Créer un organisme de contrôle ou de conciliation (type médiateur) qui prenne en compte
les problèmes des collectivités et pas seulement ceux des particuliers.
92",1.0
322,"Des contrats plus adaptés aux risques encourus par les collectivités et une sensibilisation à la
prévention des risques pour faire baisser la sinistralité des collectivités afin qu’aucune partie
ne soit lésée. Les assureurs pourraient mieux assister les collectivités par des actions de
formations à destinations des agents pour s’assurer qu’ils comprennent les enjeux de limiter
la sinistralité mais également dans la gestion des sinistres car beaucoup de collectivité n’ont
pasdepersonnelsaguerrisàlagestionetsurtoutàlacompréhensiondescontratsd’assurance,
souvent complexes.",6.0
323,"- imposer aux assurances des réponses claires et pertinentes aux demandes d’indemnisations
(souvent la réponse est “votre contrat ne prévoit pas cette prise en charge” -créer un organ-
isme de contrôle ou de conciliation pour les communes du même style que celui offert aux
particuliers
93",4.0
324,,3.0
325,"Je ne connais pas assez les problèmes que rencontrent certaines collectivités qui ne peuvent
trouver assureur ; pour notre part les assurances souscrites, même si elles nous paraissent
onéreuses, couvrent nos risques, je ne suis pas d’une grande aide pour votre dossier
94",8.0
326,,4.0
327,,4.0
328,,8.0
329,"Le risque émeute devient trop important. Il est nécessaire de clarifier la loi (art. L 211-10
CSI) afin de mettre en échec la jurisprudence administrative : que les dégâts soient causés
par des manifestants, ou des émeutiers sans lien avec des manifestations, l’Etat défaillant
doit payer à défaut de remplir sa mission de maintien de l’ordre.
95",5.0
330,"une mise en adéquation code de la commande publique/code des assurances davantage
d’acteurs assurant les risques",6.0
331,"Une meilleure diversité des offres car il semble que les assurances assurant les collectivités se
réduisent drastiquement entrainant un niveau élevé de cotisations.",
332,,7.0
333,,9.0
334,"Une gestion de l’assurance dommages aux biens par l’Etat avec le paiement d’une cotisation
annuelle par chacune des collectivités",4.0
335,"Nous avons lancé le MAPA en proposant une solution de base et 2 variantes avec des niveaux
de garanties différents afin d’essayer d’éviter l’infructuosité. Malgré tout, nos tarifs ont été
multipliés par 6 en Dommages aux biens et un seul assureur a répondu à la consultation.",8.0
336,"juste un problème de tarification des différents contrats d’assurances souscrits, avec des
augmentations au-delà des règles et non-négociables auprès de Groupama. les compagnies
d’assurances font des propositions alléchantes au niveau des tarifs des contrats (Groupama-
Allainz-Groupama ces dernières années) et une fois le contrat signé, pratiquent des augmen-
tations de tarifs non négociables et imposées dès l’année suivante. a votre disposition pour
vous donner les éléments. mborrewater@lemaisnil.fr, tel : 03 20 50 24 11 , portable : 06 11
61 93 23",9.0
337,Dénonciation du contrat d’assurance.,1.0
338,,8.0
339,"Plutôtqu’une solution, un souhait! = queles assureursréduisentles montants desfranchises
98",7.0
340,,6.0
341,"Quelles assument leurs responsabilités et quelles ne cherchent pas à s’en exonérer pour divers
prétextes fallacieux. Nous avons un litige à 300000€ avec Groupama et nous avons saisi le
médiateur des assurances. Une partie des difficultés vienne des cabinets d’expertises dont
parfois nous pouvons douter de la compétence.",3.0
342,"Encadrement des augmentations des primes d’assurance pour les collectivités. Arrêter le
“chantage” : vous pouvez résilier votre contrat sinon votre prime sera augmentée de manière
substantielle.",
343,,4.0
344,"Meilleur respect de la commande public et du jeu de la concurrence.
100",4.0
345,,8.0
346,,8.0
347,,9.0
348,"Il me semble important d’élaborer une cartographie des risques pour chaque Bâtiment con-
cerné. Au vu du résultat de la cartographie , le bâtiment pourrait être restauré sous réserve
que l’assureur accepte de le prendre en charge à un tarif acceptable. Dans le cas ou le
risque s’avère majeur (ex : risque d’inondation ou d’éboulement très élevé), la collectivité s’
auto-assure ou engage une procédure de démolition.",8.0
349,Un partenariat plus poussé serait judicieux.,1.0
350,,8.0
351,,9.0
352,"simplification pour les assureurs , ce qui rendrait plus attractif le domaine des Collectivités
Territoriales, ce qui permettrait d’ouvrir la concurrence. Et dans ce cas faire des appels
d’offres serait valable.",4.0
353,,8.0
354,"Je ne sais pas la solution, mais suite à la résiliation de notre assurance, pour 2024 nous avons
dû souscrire un nouveau contrat dommages aux biens. Avant, nous étions sur 15 à 20 000€
par an pour cette assurance. Lors de notre marché, nous n’avons eu qu’une seule réponse
de Groupama. Par contre, le prix proposé à fortement augmenté. Pour l’offre de base,
la cotisation annuelle était de 123 000€. Nous avons pris l’offre avec l’option de franchise
tempête qui passe de 1 000€ à 10 000€ pour une cotisation annuelle de 53 000€.",5.0
355,"envisager une mutualisation de contrat d’assurance au niveau des com de com...... une
obligation de revoir tous les deux ou trois les contrats d’assurances dans leur globalité",9.0
356,,8.0
357,"nous tentons de mettre en place un groupement de commande avec les communes membres
de l’interco, pour les aider et avoir un potentiel de commande plus important",7.0
358,,8.0
359,"Actuellement nous possédons plusieurs contrats pour protéger les bâtiments, les véhicules,
les cyberattaques etc.. Il serait plus intéressant de créer un contrat unique qui regroupe tous
les risques potentiels d’une collectivité adaptable en fonction de la collectivité
104",10.0
360,"Mutualisation des contrats pour les communes situées dans une même strate en nombre
d’habitants. Avoir une concurrence beaucoup plus développée. Imposer par un texte de loi
aux assureurs de couvrir les dégâts (dégradations) dans les cimetières communaux.",8.0
361,,
362,,7.0
363,"Encadrer nationalement et simplifier la rédaction des contrats d’assurances au lieu de laisser
chaque organisme assureur noyer l’assuré sous un fatras de clauses pour la plupart difficile-
ment compréhensibles en pratique",5.0
364,,
365,"UN ENCADREMENT NATIONAL DES CONTRATS D’ASSURANCES DES COLLEC-
TIVITES ET UNE CERTIFICATION DES ASSUREURS / UN FONDS NATIONAL DE
GARANTIE POUR L’AUTO ASSURANCE ?",7.0
366,Expertise accessible indépendante,5.0
367,Être conseiller par les instances de l’AMF ou les communautés de communes,9.0
368,,8.0
369,,4.0
370,,9.0
371,,5.0
372,,5.0
373,,8.0
374,"Obligationdeprisesenchargeparlesassurancespourlescollectivités,avecclausederevoyure
si le nombre d’incidents augmente",7.0
375,,9.0
376,"L’assureur de la collectivité devrait fournir un état annuel détaillé des bâtiments, biens,
matériels et risques couverts par l’assurance et venir chaque année à la rencontre de la
collectivité pour vérifier s’il y a évolution en plus ou en moins. L’assurance de la Commune
devrait davantage accompagner la collectivité dans la déclaration de sinistre. Exemple :
108
Locataire décédé dans un appartement communal fermé de l’intérieur = les pompiers ont
tenté d’entrer par la porte et l’ont dégradé sans parvenir à ouvrir et ils ont cassé une fenêtre
pour entrer et l’assurance ne prend en charge que la vitre soit 120 € alors que la réparation
de la porte a couté 250 € et la perte de loyer liée au délai de réparation de 4 mois est de 1820
€. L’assurance a même proposé à la commune de ne pas établir de dossier d’indemnisation
!!",6.0
377,,8.0
378,"Négocier et fixer à l’échelle nationale le contenu des conditions générales des contrats
d’assurances aux biens",5.0
379,"- Analyse des risques : Les collectivités devraient procéder à une analyse approfondie des
risques pour mieux comprendre leurs besoins en assurance et adapter leur couverture. -
Utilisation de la technologie : Les outils tels que les logiciels de gestion des risques peuvent
aider les collectivités à identifier, évaluer et gérer efficacement les risques, pour réduire les
coûts d’assurance à long terme. - Assurer une formation adéquate au personnel sur les
questions liées à l’assurance et à la gestion des risques pour contribuer à réduire les incidents
et les réclamations. - Les collectivités de même strate pourraient former des alliances pour
négocier des contrats d’assurance en groupe et leur permettre d’obtenir des tarifs grâce à
un pouvoir de négociation accru. - Investir dans des mesures de prévention des risques
telles que la sécurité publique, l’entretien des infrastructures et la réduction des risques
environnementaux peut contribuer à réduire les sinistres et les coûts d’assurance associés. -
Lobbying et plaidoyer politique : Les collectivités pourraient s’engager dans des efforts de
lobbyingetdeplaidoyerauprèsdesautoritéslocales, régionalesounationalespourobtenirun
soutienfinanciersupplémentaireoudesmodificationsréglementairesquipourraientaméliorer
109
leur situation en matière d’assurance.",7.0
380,,9.0
381,,6.0
382,,4.0
383,"Mise en place d’une sorte de bonification pour les collectivités qui n’ont pas ou très peu
de sinistres sur la durée des contrats. En 2023, la commune a connu une augmentation de
ses contrats de près de plus de 60% sur l’ensemble de ses lots. Mais aussi, mise en place
d’un “tableau de bord type carnet de sécurité” , sorte de guide de bonne conduite de la
collectivité démontrant et incitant la collectivité à prendre en compte la notion du risque
par anticipation. Formation et ingénierie (audit) d’aide à la contractualisation Groupement
de commandes, mutualisation",9.0
384,,
385,"Que l’Etat prenne le relais des assureurs en cas d’émeutes, ou d’un risque très largement
répandu sur le territoire national. Qu’une taxe soit appliquée sur les profits des assureurs
pour alimenter un fonds de secours.",4.0
386,,10.0
387,,8.0
388,,7.0
389,"Le coût annuel de notre cotisation assurance sur les dommages aux biens a triplé, suite à
arrivée à échéance de l’ancien contrat. GROUPAMA, après un 1er refus, s’est finalement
réengagé in-extremis avec notre commune. De plus, les franchises ont également triplé. Je
souhaite que l’Etat prenne en compte ce dossier afin que nos communes aient d’une part
112
déjà le choix d’une assurance, et d’autre part que le coût exorbitant des cotisations en soit
fortement réduit.",3.0
390,,9.0
391,"alléger la réglementation de la commande publique permettant d’attribuer l’ensemble des
risques au même assureur",4.0
392,,9.0
393,,8.0
394,,7.0
395,"Il est difficile de se prononcer lorsque notre assureur remplit sa mission vis à vis des contrats,
ce qui est le cas pour notre commune, Chaque nouveau bien ou modification de bien est
examiné par notre référent assureur Une mise à jour annuelle du contrat est également faite
avec lui",10.0
396,Je n’ai pas de solution.,4.0
397,"Un assureur national public
114",5.0
398,"Instaurer soit une obligation d’assurances (comme les véhicules), des assurances gérées et
garanties soit par l’Etat ou les collectivités",3.0
399,,7.0
400,Avoir des organismes assurances certifiés pour le domaine public.,8.0
401,"Lescollectivitéspourraientprendreenchargeleurpetitssinistres, cequipourraitpotentielle-
mentpermettredefairebaisserlemontantdescotisations. Lessinistresissusdecatastrophes
naturelles, violences urbaines etc pourraient être pris en charge par l’Etat au moyen d’un
fonds de garantie. Les assureurs quant à eux, pourraient proposer des garanties intermédi-
aires. Cette répartition pourrait ainsi être définie au préalable.",7.0
402,,10.0
403,"Gestion des contrats d’assurances par les communauté de communes. Contrat global et
même assureur sur l’ensemble des communes de la communauté de communes.",2.0
404,"Les communes sont essentielles pour le bon fonctionnement de l’Etat et de la République.
Les ressources sont toujours en diminution. Les sinistres dont elles ne sont pas responsables
ne devraient pas augmenter leur taux de sinistralité. L’auto-assurance n’est semble-t-il pas
une solution pour les petites communes. Un régime “spécial” pourrait être créé pour les
communes, il s’agit de l’intérêt général pour leurs biens, payés par tous les concitoyens au fil
des années, et pour les forêts, d’une ressource qui souffre déjà par les différentes sécheresses,
et liée au territoire.",6.0
405,je ne sais pas,9.0
406,Mise en place d’un fond de garantie par l’Etat ?,9.0
407,"Les assurances ont baissé leurs cotisations et franchises au maximum ces dernières années
afin de répondre aux demandes des marchés et de résister à la concurrence. Au point, qu’à ce
jour, elles se retrouvent étranglées et n’ont plus les reins pour faire face aux aléas autres que
ceux connus jusqu’alors. Ces aléas nous empêchent de trouver un assureur: les dégâts liés
aux émeutes et les dégâts liés à la météo. les collectivités n’ont pas de leviers pour contrer
ces aléas mais nous pourrions les assurer sans ces 2 facteurs ce qui soulagerait les assureurs.
L’état formerait, en complément, une alliance avec les assurances pour prendre en charge les
2 facteurs à risques bloquants.",8.0
408,,7.0
409,,8.0
410,,8.0
411,"117
Mise en place d’une médiation",7.0
412,,9.0
413,L’augmentation prévue est de 23 % c’est énorme pour petite commune.,9.0
414,,8.0
415,Que l’Etat soit le garant des collectivités et supplée les risques en ayant un fond de secours,8.0
416,"Face aux risques climatiques rien à faire si ce n’est que respecter les réglementations environ-
nementales. Pour les autres risques faire appliquer et respecter les lois car trop de laxisme
conduit à anéantir ce nous avons mis tant d’années pour obtenir.",8.0
417,Assurance d’état,1.0
418,,8.0
419,"- l’Etat doit assurer les dommages liés aux émeutes et aux mouvements de foule. La sécurité
publique est une mission régalienne assurée par l’Etat. Lorsque cette dernière est en échec
l’Etat doit en porter la responsabilité y compris financière. Il convient de noter que ce point
est un élément majeur de tension avec les assureurs privés, et l’une des raisons de la remise
en question de l’équilibre des contrats actuellement. - La création d’une mutuelle spécifique
aux collectivités territoriales à l’image des mutuelles existantes pour les particuliers; Cette
mutuelle portée par l’Etat et les collectivités territoriales pourrait complétement s’adapter
auxrisquesspécifiquesdescollectivitésetainsiproposeruntarifjusteetéquitablepermettant
d’avoir une assurance à minima pour le service public.
119",5.0
420,Une assurance mutualisée pour les 35000 communes plutôt que des assurances privées ?,1.0
421,,7.0
422,,10.0
423,,9.0
424,,8.0
425,"Les collectivités doivent connaitre parfaitement leur patrimoine. Avoir une vraie gestion du
risque comme pour le secteur privé. Accepter d’avoir des franchises plus importantes, et
éventuellement des primes plus importantes certains dégâts notamment liés au changement
climatique devraient être couverts par l’Etat
121",8.0
426,"- assouplir les règles du code des marchés publics - mieux définir les besoins par une meilleure
connaissance du patrimoine - intégrer la culture du risque dans les collectivités",
427,"Prise en charge de vidéo surveillance pour les enquêtes de dégradation/vol/etc. Avoir un
état des lieux d’un expert sur la valeur des biens (locatifs, églises, forêt, etc.) lors de
l’établissement du contrat d’assurance. Mise a jour obligatoire du registre communal en
fin de mandat.",1.0
428,"Quelesassurancesassumentleurcontrats! Lorsquelepréfetdéclareunvillageencatastrophe
naturelle, l’assurance cherche principalement, par des expertises, à se désengager alors que
le problème a été reconnu par arrêté ministériel .
122",
429,Une assurance spécifique contrôler par l état,3.0
430,,7.0
431,Un accompagnement des collectivités par les services de la Région ou du Département.,8.0
432,,8.0
433,,8.0
434,,
435,,5.0
436,,10.0
437,,8.0
438,,6.0
439,"Améliorer la concurrence des assureurs notamment en matière de dommages aux biens ou
créerunassureurspécifiquepourlescollectivitésterritoriales. Assouplirlesrèglesdemarchés
publics. Créer un fond d’aide pour les collectivités ayant une importante franchise sur
certaines garanties. Former d’avantage les élus et agents, et notamment à la mise en place
de politique de prévention.
124",6.0
440,Une assurance porte par les collectivités et l’état spécifique,1.0
441,Rencontre annuelle avec l’assureur pour un état des lieux et mieux comprendre les contrats.,8.0
442,"Un groupement de collectivités Avoir une assurance qui serait dans l’obligation les collectiv-
ités ayant été refusées par d’autres assurances ( Ex Assurance Malus pour les conducteurs)",3.0
443,"Contraindre les assureurs à ne pas dénoncer unilatéralement les contrats et leur imposer de
125
faire une tarification",8.0
444,,5.0
445,Groupement de collectivités,3.0
446,- Qu’ils arrêtent de faire des profits sur notre dos.,6.0
447,"Partager les risques au sein de la collectivité sur un périmètre plus large et restreindre la
possibilité de résiliation unilatérale par les assureurs pendant la période du contrat.
126",6.0
448,,
449,"pourlemomentnousn’avonspasdeproblèmesparticulierssicen’estuneforteaugmentation
descotisationspour2024dueaufaitqu’en2023nousavonssubiplusieursactesdevandalisme
sur les biens publics et de violents orages de grêle qui ont détruit des toitures, des vitres de
nos bâtiments publics.",8.0
450,"Le syndicat (gémapien) fonctionne sans RC. L’auto assurance de dégâts de crues habituelles
ou torrentielles (montagne) est inenvisageable. Assurance par l’Etat de la compétence
Gemapi ?",
451,,9.0
452,"Le gouvernement doit engager des négociations avec les compagnies d’assurance pour assurer
127
quelescollectivitésreçoiventdesoffrescompétitives. Parailleurs,larénovationdubâtipublic
et notamment son adaptation au changement climatique doit être mieux subventionné",5.0
453,,10.0
454,INTERVENTION ETAT,1.0
455,"La Ville de Saint Jean de Maurienne bénéficie actuellement de contrats dans le cadre d’un
groupement de commandes. Ce marché prend effet au 31/12/2024. Un nouveau groupement
a été constitué et les services travaillent actuellement à la définition des besoins. Il faut à
mon sens, encadrer les possibilités de variation des contrats souscrits par les assureurs. ex :
la SMACL impose aux membres du groupement sur le contrat en cours, une majoration de
25% de la prime Dommages aux biens et 15% sur alors que les actions de préventions ont été
engagées). Il faut que le dialogue existe entre les contractants. Il faut limiter les possibilités
de résiliation offertes aux assureurs.",5.0
456,"La 3CMA bénéficie actuellement de contrats dans le cadre d’un groupement de commandes.
Ce marché prend effet au 31/12/2024. Un nouveau groupement a été constitué et les services
travaillentactuellementàladéfinitiondesbesoins. Ilfautàmonsens,encadrerlespossibilités
de variation des contrats souscrits par les assureurs. ex : la SMACL impose aux membres du
groupement sur le contrat en cours, une majoration de 25% de la prime Dommages aux biens
et15%suralorsquelesactionsdepréventionsontétéengagées). Ilfautqueledialogueexiste
entre les contractants. Il faut limiter les possibilités de résiliation offertes aux assureurs.",5.0
457,"Consensus Etat / assureur pour prendre en charge en commun les indemnisation , l’un par
des garanties l’autre par des aides afin de réduire l’incertitude",8.0
458,Prise en charge de l’assurance par l’Etat pour les risques naturels,5.0
459,,2.0
460,,9.0
461,,7.0
462,"Ne pas être dans l’obligation de lancer une procédure marché, mais pouvoir consulter les
assurances directement. Certaines compagnies trouvent cela contraignant de devoir répondre
à une procédure marché même MAPA Il n’y a pas de concurrence entre assureur. Exemple
si vous êtes assuré par Groupama en dommage aux biens, lors d’une nouvelle consultation
la SMACL où autre compagnie ne répondra pas.
130",5.0
463,"Créer un organisme d’assurance par les collectivités et pour les collectivités, sur un principe
équivalent à l’Agence France Locale, de manière à ce que chaque collectivité puisse s’assurer
avec des cotisations raisonnables ou que l’Etat assure les collectivités avec une cotisation
proportionnelle à la taille et à la particularité de la collectivité.",4.0
464,,8.0
465,,3.0
466,Baisser le prix de la cotisation annuelle,7.0
467,"Mise en place d’une solution nationale négociée par les services de l’Etat, voire les Régions
132",4.0
468,"L’Etat devrait contraindre les compagnies d’assurance à harmoniser les contrats avec des
cotisations plafonnées. Les compagnies pourraient être amenées à créer un fond de garantie
sous caution de l’Etat, ce qui pourrait aboutir à un système de péréquation tarifaire.",1.0
469,UNE AIDE DE JURISTE,1.0
470,,7.0
471,,8.0
472,prise en charge par l’état en cas d’émeute,4.0
473,,9.0
474,,7.0
475,,8.0
476,"Imposer à tout assureur ayant résilié unilatéralement son contrat, sans motif fondé, de re-
nouveler rétroactivement la DAB",5.0
477,,9.0
478,,
479,,9.0
480,"supprimer les petites paragraphes en bas de page qui exclues toutes les situations qui feraient
que vous puissiez être indemnisé et que de ce fait vous ne l’êtes pas
136",1.0
481,,3.0
482,,8.0
483,,7.0
484,"faire des groupements de commande afin d’avoir des tarifs plus favorables et des compagnies
qui conseillent et accompagnent plus la collectivité",7.0
485,,8.0
486,"Plus de transparence quant aux tarifs des compagnies d’assurance.
137",8.0
487,,5.0
488,"Une vraie mutualisation via l’Intercommunalité...Conseil, comparaison Une auto assurance
via l’État",7.0
489,"IL faudrait que les assureurs fassent un audit régulier de nos bâtiments et infrastructures
afin de mettre en concordances les propositions de contrat avec la réalité de nos bâtis. Trop
souvent un état vétuste est reconnu par la compagnie lors d’un sinistre ce qui engendre un
faible remboursement.",8.0
490,,8.0
491,"La solution la plus efficace serait que les assureurs acceptent d’assurer les collectivités, sans
leur imposer de conditions spécifiques et une augmentation du montant des primes fondées
uniquement sur leur statut de personne publique.",3.0
492,,7.0
493,"Mise en place d’une structure garantissant de trouverun assureur pour un pannel de risque
(incendie notamment) à l’instar du risque automobile",3.0
494,,10.0
495,"- Responsabilisation des élus avec franchise sinistre incitative - Fin des franchises 0 euros.
- Fonds de concours de l’Etat pour les collectivités particulièrement exposées à des risques
majeurs.",10.0
496,"que la loi impose à tous les assureurs d avoir un pourcentage de contrats de collectivités dans
leur portefeuille
140",5.0
497,"je n’ai pas de solution à proposer, l’assurance auprès d’une compagnie telle Groupama sem-
blant le plus raisonnable si les coûts restent raisonnables",9.0
498,,5.0
499,,10.0
500,"Ne pas comptabiliser dans la sinistralité les dommages imputables à un tiers identifié et
assuré",7.0
501,,7.0
502,,8.0
503,"un accompagnement de l’État pour les sinistres “évènements climatiques”, mutualisation
des risques entre plusieurs communes dans un contrat d’assurance avec l’intervention de
communautés de communes, d’agglo, outils financiers pour investissement sur amélioration
des bâtiments, abaisser les montants des franchises,
142",6.0
504,,7.0
505,,7.0
506,,8.0
507,,6.0
508,"Que l’Etat couvre les risques comme il le fait déjà pour lui même nous éviterait de payer
une assurance",9.0
509,Création d’un système assurantiel public pour pallier la défaillance des assureurs privés,5.0
510,,7.0
511,,9.0
512,,10.0
513,,8.0
514,,8.0
515,,9.0
516,"négociation par secteur et adhésion en groupe avec tarifs négociés comme certaines mairies
le font pour leurs administrés, il pourrait s’agir de la part du département ou de la région
de tarifs et contrats négociés avec les sièges d’assureurs ; proposer une formule de 3 ou 4
assureurs avec 3 ou 4 niveau d’assurance et que chaque commune choisisse la formule la
mieux adaptée pour elle;
144",8.0
517,"Les assureurs devraient avoir des obligations protectrices envers les collectivités territoriales
commelesnôtres. Nousnepouvonspasêtreprisenotagesetfinancièrementmalmenés, notre
mission étant de gérer les communes au services des administrés. Nous sommes aujourd’hui
en danger, l’état doit nous assurer aide et protection en contraignant les assureurs à un
service minimum.",3.0
518,,8.0
519,"Une société d’assurance spécifique aux communes agréée et cautionnée par l’Etat Une société
privée qui proposerait un partage du risque financier pour disposer au moins de garanties
de base. L’obligation pour les compagnies privées d’assurer les communes, sous certaines
conditions (Franchise, part d’auto assurance...).",3.0
520,"Plus d’offres pour rééquilibrer la relation assurance-assuré : explosion des prix, possibilité
de changer d’assurance Plus de possibilités d’indemnisations hors assurance
Toutefois, il est regrettable que ce questionnaire ne soit pas suffisamment détaillé et précis
pour exposer les problèmes rencontrés selon les catégories d’assurance et les types de dégâts
occasionnés. En effet, nos réponses ne peuvent donc pas refléter la réalité et être considérée
comme exhaustive.
146",6.0
521,"Ouvrir la possibilité d’une négociation de gré à gré avec un cadrage national des tarifs liés à
l’exposition des biens",5.0
522,"Question difficile à laquelle je ne sais pas répondre . L’assureur MAIF nous amis à la porte
sans explication ; c’est son droit . Nous avons choisi la SMACL qui est la seule à nous avoir
fait une proposition concrète et raisonnable.",9.0
523,"suite au courrier de résiliation reçu fin 2023, nous avons sollicité notre AMO afin de nous
aider. Seul AXA a accepté de nous assurer. le plus complexe reste la responsabilité et le
dommageauxbiens. noussommesunecommuneenproieauxrisques(inondations, nationale
7...) ce dont nous sommes conscients. il faut aussi noter que notre sinistralité provient
d’accident causés par des tiers.",8.0
524,"une assurance d’état pour les collectivités territoriales (cela permettrait des économies
d’échelle, surtout pour les toutes petites communes qui ont parfois un trop gros patrimoine
pour leur taille)",
525,"Disposer de contrats groupés entre collectivités, éventuellement gérés par le centre de ges-
tion. Le syndicat que je représente ne trouve pas d’assureur en dommage aux biens, car il
est identifié comme relevant des activités “déchets”. En outre, nous ne possédons qu’un seul
bâtiment, ce qui ne nous rend pas assez attractif pour les assureurs.",3.0
