,codgeo,total_maisons,rga_1945_1975_faible,rga_1945_1975_moyen,rga_1945_1975_nul,rga_1945_1975_fort,rga_1976_2020_faible,rga_1976_2020_moyen,rga_1976_2020_nul,rga_1976_2020_fort,rga_post2020_faible,rga_post2020_moyen,rga_post2020_nul,rga_post2020_fort,rga_pre1945_faible,rga_pre1945_moyen,rga_pre1945_nul,rga_pre1945_fort,rga_unk_faible,rga_unk_moyen,rga_unk_nul,rga_unk_fort,tri_nul_nul,tri_t01_faible,tri_t01_fort,tri_t01_moyen,tri_t02_faible,tri_t02_fort,tri_t02_moyen,tri_t03_faible,tri_t03_fort,tri_t03_moyen,rga_score,tri_score
21504,58058,336,0,11,0,0,0,29,1,0,0,1,0,0,0,292,0,0,0,2,0,0,336,0,0,0,0,0,0,0,0,0,0.5208333333333334,0.0
21505,58059,1807,6,302,110,0,0,342,189,0,0,15,4,0,31,715,91,0,0,2,0,0,1807,0,0,0,0,0,0,0,0,0,1.3865522966242392,0.0
21506,58060,377,9,42,0,0,24,85,0,0,0,1,0,0,85,130,1,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,1.4880636604774535,0.0
21507,58061,119,0,2,1,0,0,8,0,0,0,0,0,0,0,105,2,0,0,1,0,0,119,0,0,0,0,0,0,0,0,0,0.37815126050420167,0.0
21508,58062,684,0,0,146,0,0,0,155,0,0,0,0,0,0,0,381,0,0,0,2,0,684,0,0,0,0,0,0,0,0,0,0.0,0.0
21509,58063,416,4,0,37,0,4,0,96,0,0,0,1,0,26,0,248,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0.014423076923076924,0.0
21510,58064,481,0,16,0,0,0,54,1,0,0,0,0,0,10,397,3,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0.6444906444906445,0.0
21511,58065,572,2,66,0,0,3,98,0,0,0,3,0,0,50,345,2,0,3,0,0,0,572,0,0,0,0,0,0,0,0,0,1.1652097902097902,0.0
21512,58066,101,0,0,4,0,0,0,13,0,0,0,0,0,1,0,83,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0.0
21513,58067,782,0,77,0,0,0,363,1,0,0,13,0,0,0,326,1,0,0,1,0,0,782,0,0,0,0,0,0,0,0,0,2.608695652173913,0.0
21514,58068,374,0,0,73,0,0,0,67,0,0,0,1,0,0,0,233,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0.0,0.0
21515,58069,100,9,0,0,0,26,12,1,0,1,0,0,0,40,11,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.91,0.0
21516,58070,56,0,2,0,0,0,2,0,0,0,1,0,0,0,50,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0.3125,0.0
21517,58071,146,0,2,0,0,0,11,0,0,0,0,0,0,0,133,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0.410958904109589,0.0
21518,58072,303,7,60,0,0,9,115,0,0,1,8,0,0,26,76,0,0,0,1,0,0,303,0,0,0,0,0,0,0,0,0,2.5016501650165015,0.0
21519,58073,88,1,4,0,0,2,18,0,0,0,1,0,0,2,60,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1.1931818181818181,0.0
21520,58074,297,0,0,13,0,1,0,24,0,0,0,2,0,21,0,236,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0.003367003367003367,0.0
21521,58075,171,3,1,0,0,3,36,0,0,0,3,0,0,52,73,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,1.1374269005847952,0.0
21522,58076,79,0,0,0,0,0,3,0,0,0,0,0,0,7,55,14,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0.189873417721519,0.0
21523,58077,327,0,4,2,0,0,9,27,0,0,0,2,0,0,130,148,4,0,0,1,0,327,0,0,0,0,0,0,0,0,0,0.16819571865443425,0.0
21524,58078,37,0,2,0,0,0,3,0,0,0,1,0,0,0,30,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0.6081081081081081,0.0
21525,58079,1405,7,269,4,0,16,194,4,0,1,6,0,0,117,766,20,0,0,1,0,0,1405,0,0,0,0,0,0,0,0,0,1.1939501779359432,0.0
21526,58080,168,0,11,0,0,2,36,1,0,0,0,1,0,14,87,15,0,0,1,0,0,168,0,0,0,0,0,0,0,0,0,1.2470238095238095,0.0
21527,58081,322,0,8,0,0,0,16,0,0,0,0,0,0,0,298,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0.3105590062111801,0.0
21528,58082,366,4,0,37,0,8,8,48,0,1,0,0,0,26,24,210,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0.13797814207650272,0.0
21529,58083,816,1,122,0,0,3,201,1,0,0,4,1,0,3,474,4,0,0,2,0,0,816,0,0,0,0,0,0,0,0,0,1.6219362745098038,0.0
21530,58084,105,0,3,1,0,0,2,0,0,0,0,0,0,0,99,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0
21531,58085,475,0,33,0,0,0,66,0,0,0,2,0,0,2,369,3,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0.8789473684210526,0.0
21532,58086,4376,86,948,1,33,49,1222,4,63,3,44,0,3,370,1414,5,126,1,3,0,1,4376,0,0,0,0,0,0,0,0,0,2.169446983546618,0.0
21533,58087,422,0,28,0,0,3,86,0,0,0,1,0,0,11,291,2,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,1.197867298578199,0.0
21534,58088,1581,18,563,0,0,37,633,1,0,1,63,0,0,55,208,0,0,0,2,0,0,1578,2,0,1,0,0,0,0,0,0,3.021189120809614,0.0031625553447185324
21535,58089,201,0,17,0,0,0,27,1,0,0,0,0,0,1,152,2,0,0,1,0,0,201,0,0,0,0,0,0,0,0,0,0.8830845771144279,0.0
21536,58090,178,0,9,0,0,0,17,0,0,0,0,0,0,1,150,0,0,0,1,0,0,178,0,0,0,0,0,0,0,0,0,0.6039325842696629,0.0
21537,58092,404,2,12,2,0,5,26,10,0,0,1,3,0,22,274,47,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0.41707920792079206,0.0
21538,58093,111,0,0,0,0,3,8,3,0,0,0,0,0,25,52,20,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0.38738738738738737,0.0
21539,58094,431,0,20,0,8,0,47,0,17,0,2,0,1,0,223,0,113,0,0,0,0,431,0,0,0,0,0,0,0,0,0,1.17169373549884,0.0
21540,58095,1931,504,130,0,0,479,145,0,0,6,3,0,0,335,322,2,0,4,1,0,0,1931,0,0,0,0,0,0,0,0,0,0.9277576385292594,0.0
21541,58096,250,0,29,0,0,0,102,0,0,0,0,0,0,0,119,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,2.33,0.0
21542,58097,74,0,5,0,0,0,8,0,0,0,0,0,0,0,60,1,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0.7094594594594594,0.0
21543,58098,82,3,4,0,0,5,5,0,0,0,0,0,0,22,42,0,0,1,0,0,0,82,0,0,0,0,0,0,0,0,0,0.5060975609756098,0.0
21544,58099,145,5,0,3,0,2,0,18,0,0,0,2,0,6,0,109,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0.03103448275862069,0.0
21545,58101,149,0,0,1,0,0,18,0,0,0,1,0,0,6,123,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0.6208053691275168,0.0
21546,58102,938,5,80,13,0,2,156,37,0,0,2,2,0,40,463,138,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,1.054904051172708,0.0
21547,58103,370,0,26,0,0,0,56,0,0,0,2,0,0,0,283,2,0,0,1,0,0,370,0,0,0,0,0,0,0,0,0,0.9459459459459459,0.0
21548,58104,675,0,66,0,0,0,262,0,0,0,16,0,0,3,325,3,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,2.2444444444444445,0.0
21549,58105,180,0,22,0,0,0,58,0,0,0,0,0,0,1,98,1,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,1.9166666666666667,0.0
21550,58106,414,19,0,41,0,17,0,55,0,0,0,2,0,72,0,207,0,0,0,1,0,414,0,0,0,0,0,0,0,0,0,0.0640096618357488,0.0
21551,58107,177,2,1,1,0,1,1,10,0,0,0,2,0,21,24,114,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0.05367231638418079,0.0
21552,58108,79,0,0,5,0,1,0,9,0,0,0,2,0,4,0,58,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0.012658227848101266,0.0
21553,58109,557,7,8,24,0,13,24,28,0,2,0,1,0,246,132,70,0,0,0,2,0,557,0,0,0,0,0,0,0,0,0,0.28276481149012567,0.0
21554,58110,175,3,2,2,0,2,16,14,0,1,0,0,0,24,90,21,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0.5085714285714286,0.0
21555,58111,150,0,0,3,0,1,0,15,0,0,0,0,0,10,0,121,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0.006666666666666667,0.0
21556,58112,315,1,26,0,0,0,146,0,0,0,4,0,0,3,134,1,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,2.557142857142857,0.0
21557,58113,100,0,3,0,0,0,6,0,0,0,0,0,0,0,90,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.375,0.0
21558,58114,76,0,0,2,0,0,1,6,0,0,0,0,0,7,4,56,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0.06578947368421052,0.0
21559,58115,132,0,15,0,0,3,40,0,0,0,3,0,0,14,56,1,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1.878787878787879,0.0
21560,58116,99,0,9,0,0,1,7,0,0,0,3,0,0,0,78,1,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0
21561,58117,1076,7,274,1,0,8,274,2,0,1,22,1,0,20,464,1,0,0,1,0,0,694,74,32,276,0,0,0,0,0,0,1.9721189591078068,0.9869888475836431
21562,58118,394,0,61,1,0,0,112,0,0,0,0,0,0,4,215,1,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,1.8083756345177664,0.0
21563,58119,46,0,5,0,0,0,4,0,0,0,0,0,0,0,37,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0.7065217391304348,0.0
21564,58120,278,0,0,3,0,7,0,17,0,0,0,2,0,63,0,186,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0.025179856115107913,0.0
21565,58121,1479,1,308,0,0,0,603,1,0,0,30,1,0,1,534,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,0,2.610209601081812,0.0
21566,58122,346,4,5,15,0,7,21,12,0,0,2,1,0,51,149,77,0,0,0,2,0,346,0,0,0,0,0,0,0,0,0,0.3800578034682081,0.0
21567,58123,99,0,4,0,0,0,9,0,0,0,3,0,0,0,83,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0.6313131313131313,0.0
21568,58124,375,0,24,0,0,0,128,1,0,0,1,0,0,1,220,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,1.8733333333333333,0.0
21569,58125,105,1,4,3,0,3,4,11,0,1,0,0,0,27,9,42,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0.3238095238095238,0.0
21570,58126,203,2,2,0,0,14,114,0,0,0,0,0,0,21,50,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,2.9064039408866993,0.0
21571,58127,193,0,5,0,0,0,18,0,0,0,0,0,0,0,168,1,0,0,1,0,0,193,0,0,0,0,0,0,0,0,0,0.5310880829015544,0.0
21572,58128,126,0,0,3,0,0,0,6,0,0,0,0,0,0,0,117,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0.0,0.0
21573,58129,179,6,0,12,0,25,0,12,0,2,0,1,0,75,0,45,0,1,0,0,0,179,0,0,0,0,0,0,0,0,0,0.16201117318435754,0.0
21574,58130,127,0,2,0,0,0,13,0,0,0,0,0,0,0,112,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0.5511811023622047,0.0
21575,58131,1024,0,173,1,0,0,289,2,0,0,8,0,0,1,549,0,0,0,1,0,0,1024,0,0,0,0,0,0,0,0,0,1.85302734375,0.0
21576,58132,182,0,7,0,0,0,19,1,0,0,0,0,0,0,154,1,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0.6181318681318682,0.0
21577,58133,63,0,2,0,0,0,11,0,0,0,1,0,0,0,49,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0.9920634920634921,0.0
21578,58134,1205,114,198,3,0,189,151,0,0,0,4,0,0,244,296,0,0,2,4,0,0,1205,0,0,0,0,0,0,0,0,0,1.249792531120332,0.0
21579,58135,76,0,1,0,0,0,5,0,0,0,0,0,0,5,64,1,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0.3618421052631579,0.0
21580,58136,50,1,2,0,0,5,2,0,0,0,0,0,0,8,30,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0.41,0.0
21581,58137,47,2,1,0,0,4,1,0,0,0,0,0,0,22,16,1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0.26595744680851063,0.0
21582,58138,199,7,8,0,0,20,25,0,0,0,0,0,0,45,94,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0.8467336683417085,0.0
21583,58139,133,0,0,10,0,0,0,12,0,0,0,0,0,0,10,101,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0.0,0.0
21584,58140,268,1,0,8,0,9,0,16,0,0,0,0,0,23,1,210,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0.03544776119402985,0.0
21585,58141,111,0,0,1,0,1,2,5,0,0,0,0,0,7,39,56,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0.0990990990990991,0.0
21586,58142,242,0,11,0,0,4,14,0,0,0,0,0,0,26,187,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0.4194214876033058,0.0
21587,58143,86,0,2,0,0,0,11,0,0,0,0,0,0,0,72,1,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0.6976744186046512,0.0
21588,58144,469,1,21,0,0,14,38,0,0,0,3,0,0,98,294,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0.5639658848614072,0.0
21589,58145,880,13,1,49,0,29,1,126,0,3,0,1,0,115,22,519,0,0,0,1,0,880,0,0,0,0,0,0,0,0,0,0.05056818181818182,0.0
21590,58146,590,2,28,0,0,12,126,1,0,0,2,0,0,23,393,2,0,1,0,0,0,590,0,0,0,0,0,0,0,0,0,1.2169491525423728,0.0
21591,58147,226,0,5,0,0,0,27,0,0,0,2,0,0,0,192,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0.6747787610619469,0.0
21592,58148,295,1,7,0,0,0,91,0,0,0,1,0,0,13,182,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,1.611864406779661,0.0
21593,58149,1004,6,68,68,0,22,103,162,0,0,2,1,0,30,316,225,0,0,1,0,0,1004,0,0,0,0,0,0,0,0,0,0.7121513944223108,0.0
21594,58150,116,0,5,0,0,0,4,0,0,0,0,0,0,0,107,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0.2801724137931034,0.0
21595,58151,1743,0,253,0,0,0,317,0,0,0,8,1,0,0,1162,0,0,0,2,0,0,1743,0,0,0,0,0,0,0,0,0,1.2837062535857717,0.0
21596,58152,612,0,101,0,0,0,248,0,0,0,12,2,0,0,247,1,0,0,1,0,0,612,0,0,0,0,0,0,0,0,0,2.4877450980392157,0.0
21597,58153,80,0,2,0,0,0,12,0,0,0,0,0,0,0,65,0,0,0,1,0,0,80,0,0,0,0,0,0,0,0,0,0.8125,0.0
21598,58154,110,0,2,0,0,0,12,0,0,0,2,0,0,0,93,1,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0.6363636363636364,0.0
21599,58155,338,0,76,1,0,0,96,0,0,0,4,0,0,0,160,1,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,2.0118343195266273,0.0
21600,58156,127,0,4,0,0,0,7,0,0,0,0,0,0,0,115,0,0,0,1,0,0,127,0,0,0,0,0,0,0,0,0,0.3543307086614173,0.0
21601,58157,373,7,0,31,0,6,0,53,0,0,0,4,0,21,0,250,0,0,0,1,0,373,0,0,0,0,0,0,0,0,0,0.02546916890080429,0.0
21602,58158,171,3,1,0,0,20,18,0,0,0,1,0,0,93,35,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0.6812865497076024,0.0
21603,58159,136,0,7,0,0,3,16,1,0,0,0,0,0,18,90,0,0,1,0,0,0,136,0,0,0,0,0,0,0,0,0,0.7389705882352942,0.0
21604,58160,1643,0,390,0,0,1,910,2,0,0,38,0,0,0,299,1,0,0,2,0,0,1623,1,2,17,0,0,0,0,0,0,3.4211807668898357,0.03773584905660377
21605,58161,134,0,1,0,0,0,15,1,0,0,1,0,0,0,112,3,0,0,1,0,0,134,0,0,0,0,0,0,0,0,0,0.5970149253731343,0.0
21606,58162,130,0,4,0,0,0,5,0,0,0,2,0,0,0,118,1,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0.3076923076923077,0.0
21607,58163,219,0,7,1,0,0,8,1,0,0,0,0,0,0,195,7,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0.2625570776255708,0.0
21608,58164,421,36,0,5,0,89,14,11,0,7,0,0,0,159,5,95,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0.42874109263657956,0.0
21609,58165,160,0,3,0,0,0,9,0,0,0,0,0,0,1,146,0,0,0,1,0,0,160,0,0,0,0,0,0,0,0,0,0.328125,0.0
21610,58166,339,3,0,13,0,4,0,25,0,0,0,1,0,19,0,271,0,0,0,3,0,339,0,0,0,0,0,0,0,0,0,0.016224188790560472,0.0
21611,58168,283,0,3,11,0,2,18,26,0,0,1,0,0,7,88,127,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0.36042402826855124,0.0
21612,58169,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0.0,0.0
21613,58170,125,1,7,0,0,0,10,0,0,0,1,0,0,14,92,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0.564,0.0
21614,58171,245,17,18,0,0,4,19,0,0,0,0,0,0,13,173,0,0,0,1,0,0,245,0,0,0,0,0,0,0,0,0,0.6224489795918368,0.0
21615,58172,112,1,12,0,0,0,15,0,0,0,1,0,0,0,83,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0.9642857142857143,0.0
21616,58173,145,1,2,0,0,3,9,0,0,0,0,0,0,7,123,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0.3689655172413793,0.0
21617,58174,148,0,1,0,0,0,10,0,0,0,0,0,0,0,136,1,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0.3547297297297297,0.0
21618,58175,144,0,5,0,0,1,22,0,0,0,0,0,0,8,108,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0.8576388888888888,0.0
21619,58176,289,0,18,0,0,0,129,0,0,0,3,0,0,0,135,2,0,0,2,0,0,289,0,0,0,0,0,0,0,0,0,2.413494809688581,0.0
21620,58177,340,3,0,57,0,2,0,42,0,0,0,0,0,26,0,209,0,0,0,1,0,340,0,0,0,0,0,0,0,0,0,0.010294117647058823,0.0
21621,58178,134,0,3,0,0,0,18,0,0,0,0,0,0,0,112,1,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0.7276119402985075,0.0
21622,58179,287,2,0,8,0,6,0,16,0,2,0,1,0,75,4,173,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0.027874564459930314,0.0
21623,58180,540,47,0,92,0,34,0,76,0,2,0,2,0,100,0,187,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0.10833333333333334,0.0
21624,58181,123,0,4,0,0,0,7,0,0,0,0,0,0,0,112,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0.36585365853658536,0.0
21625,58182,856,4,60,2,0,7,149,9,0,0,0,0,0,39,532,51,0,0,3,0,0,856,0,0,0,0,0,0,0,0,0,1.0560747663551402,0.0
21626,58183,98,5,0,2,0,6,1,18,0,0,0,0,0,20,8,37,0,0,0,1,0,98,0,0,0,0,0,0,0,0,0,0.1377551020408163,0.0
21627,58184,111,0,3,0,0,0,5,0,0,0,0,0,0,0,102,0,0,0,1,0,0,111,0,0,0,0,0,0,0,0,0,0.2927927927927928,0.0
21628,58185,562,34,2,18,0,74,4,44,0,3,0,2,0,158,14,207,0,2,0,0,0,562,0,0,0,0,0,0,0,0,0,0.2090747330960854,0.0
21629,58186,52,0,2,0,0,0,7,0,0,0,0,0,0,0,42,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0.7692307692307693,0.0
21630,58187,310,0,61,0,0,1,77,0,0,0,0,0,0,0,169,1,0,0,1,0,0,310,0,0,0,0,0,0,0,0,0,1.7370967741935484,0.0
21631,58188,105,0,1,0,0,0,4,0,0,1,0,0,0,1,97,0,0,0,1,0,0,105,0,0,0,0,0,0,0,0,0,0.21904761904761905,0.0
21632,58189,309,7,2,8,0,15,13,15,0,0,0,0,0,70,124,52,0,2,0,1,0,309,0,0,0,0,0,0,0,0,0,0.28640776699029125,0.0
21633,58190,145,0,6,1,0,0,9,3,0,0,0,1,0,0,111,14,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0.41379310344827586,0.0
21634,58191,131,0,0,0,0,0,9,0,0,0,0,0,0,0,122,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0.3435114503816794,0.0
21635,58192,129,0,3,1,0,1,22,9,0,0,1,0,0,1,82,9,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0.937984496124031,0.0
21636,58193,807,19,199,0,0,9,302,0,0,0,6,0,0,38,234,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,2.5291201982651796,0.0
21637,58194,6578,310,1497,4,0,419,1244,9,0,12,43,5,0,839,2153,35,0,2,6,0,0,5290,6,0,1282,0,0,0,0,0,0,1.6190331407722711,0.5855883247187595
21638,58195,256,0,26,0,0,0,44,0,0,0,0,0,0,0,184,2,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1.11328125,0.0
21639,58196,294,0,7,0,0,0,34,1,0,0,0,0,0,0,250,0,0,0,2,0,0,294,0,0,0,0,0,0,0,0,0,0.6377551020408163,0.0
21640,58197,145,0,3,0,0,0,18,0,0,0,4,0,0,0,116,3,0,0,1,0,0,145,0,0,0,0,0,0,0,0,0,0.7413793103448276,0.0
21641,58198,224,2,4,0,0,5,19,0,0,0,0,0,0,7,185,1,0,0,1,0,0,224,0,0,0,0,0,0,0,0,0,0.4955357142857143,0.0
21642,58199,173,1,0,2,0,3,0,6,0,1,0,0,0,36,0,124,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0.023121387283236993,0.0
21643,58200,131,0,7,1,0,0,34,2,0,0,0,0,0,0,73,13,0,0,1,0,0,131,0,0,0,0,0,0,0,0,0,1.4312977099236641,0.0
21644,58201,148,0,0,0,0,0,8,0,0,0,0,0,0,0,139,0,0,0,1,0,0,148,0,0,0,0,0,0,0,0,0,0.2702702702702703,0.0
21645,58202,36,0,0,0,0,0,4,0,0,0,1,0,0,0,31,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0.625,0.0
21646,58203,76,0,0,0,0,0,7,0,0,0,0,0,0,0,68,0,0,0,1,0,0,76,0,0,0,0,0,0,0,0,0,0.4605263157894737,0.0
21647,58204,296,0,23,1,0,0,105,0,0,0,2,1,0,0,160,4,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,1.9847972972972974,0.0
21648,58205,671,3,1,29,0,13,0,60,0,0,0,2,0,44,13,506,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0.02533532041728763,0.0
21649,58206,33,0,1,0,0,0,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.0
21650,58207,503,0,28,0,0,0,230,0,0,0,6,0,0,0,239,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,2.4552683896620278,0.0
21651,58208,230,2,5,0,0,4,23,0,0,0,2,0,0,44,148,2,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0.5978260869565217,0.0
21652,58209,137,3,4,0,0,4,2,3,0,0,0,0,0,42,63,16,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0.18613138686131386,0.0
21653,58210,410,4,25,32,0,11,13,22,0,0,1,0,0,49,54,199,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0.348780487804878,0.0
21654,58211,141,0,5,3,0,0,5,4,0,0,0,0,0,1,67,56,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0.26595744680851063,0.0
21655,58212,178,0,8,0,0,0,42,0,0,0,3,0,0,4,118,1,0,1,1,0,0,178,0,0,0,0,0,0,0,0,0,1.3342696629213484,0.0
21656,58213,291,0,0,0,19,0,4,1,60,0,0,0,4,0,23,0,178,0,1,0,1,291,0,0,0,0,0,0,0,0,0,2.5257731958762886,0.0
21657,58214,1083,0,193,0,0,0,441,0,0,0,13,0,0,0,434,0,0,0,2,0,0,1083,0,0,0,0,0,0,0,0,0,2.5115420129270545,0.0
21658,58215,1050,4,141,4,15,1,166,26,27,0,3,0,0,0,557,22,82,0,2,0,0,1050,0,0,0,0,0,0,0,0,0,1.4647619047619047,0.0
21659,58216,154,0,4,0,0,1,13,1,0,0,0,0,0,9,104,22,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0.4935064935064935,0.0
21660,58217,159,1,2,1,0,3,6,26,0,1,1,2,0,59,55,2,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0.2610062893081761,0.0
21661,58218,1019,0,157,5,0,0,227,1,0,0,6,0,0,0,602,13,0,0,7,1,0,1019,0,0,0,0,0,0,0,0,0,1.513738959764475,0.0
21662,58219,219,0,4,2,0,1,4,13,0,0,0,0,0,5,43,147,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0.1415525114155251,0.0
21663,58220,410,2,22,3,0,6,118,7,0,0,4,0,0,30,200,17,0,0,1,0,0,410,0,0,0,0,0,0,0,0,0,1.6146341463414635,0.0
21664,58221,142,3,5,2,0,1,8,1,0,0,1,1,0,17,78,25,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0.40492957746478875,0.0
21665,58222,103,1,9,0,0,4,41,0,0,0,1,0,0,5,41,1,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,2.2766990291262137,0.0
21666,58223,375,7,8,1,0,26,28,3,0,2,2,0,0,79,163,56,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0.5213333333333333,0.0
21667,58224,89,0,3,0,0,0,17,0,0,0,0,0,0,0,68,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,1.0393258426966292,0.0
21668,58225,153,3,48,0,0,1,28,0,0,0,0,0,0,14,58,1,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,1.7156862745098038,0.0
21669,58226,132,6,0,8,0,6,0,10,0,0,0,1,0,46,0,55,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0.06818181818181818,0.0
21670,58227,831,1,98,0,0,3,215,4,0,0,4,0,0,21,473,9,0,0,3,0,0,831,0,0,0,0,0,0,0,0,0,1.6046931407942238,0.0
21671,58228,345,0,9,1,15,0,45,2,39,0,0,0,0,0,99,20,114,0,0,0,1,345,0,0,0,0,0,0,0,0,0,2.0652173913043477,0.0
21672,58229,270,1,0,11,0,1,0,50,0,0,0,2,0,9,0,195,0,0,0,1,0,270,0,0,0,0,0,0,0,0,0,0.005555555555555556,0.0
